station_identifier,name,latitude,longitude,elevation_m,timezone,url,forecast_url,fireweather_zone_url
681SE,SCE High Country,33.97396,-117.20417,734.568,America/Los_Angeles,https://api.weather.gov/stations/681SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
682SE,SCE Serpentine Dr,34.03063,-117.19109,477.6216,America/Los_Angeles,https://api.weather.gov/stations/682SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
683SE,SCE Stockton Rd,34.32517,-118.92652,320.9544,America/Los_Angeles,https://api.weather.gov/stations/683SE,https://api.weather.gov/zones/forecast/CAZ375,https://api.weather.gov/zones/fire/CAZ375
684SE,SCE Mount Lukens,34.26934,-118.23813,1535.5824,America/Los_Angeles,https://api.weather.gov/stations/684SE,https://api.weather.gov/zones/forecast/CAZ380,https://api.weather.gov/zones/fire/CAZ380
685SE,SCE Brackett Field,34.08951,-117.78718,297.4848,America/Los_Angeles,https://api.weather.gov/stations/685SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
686SE,SCE N Coyote Rd,34.45644,-119.66813,303.276,America/Los_Angeles,https://api.weather.gov/stations/686SE,https://api.weather.gov/zones/forecast/CAZ352,https://api.weather.gov/zones/fire/CAZ352
687SE,SCE Burrough Mountain,36.99444,-119.33071,759.8664,America/Los_Angeles,https://api.weather.gov/stations/687SE,https://api.weather.gov/zones/forecast/CAZ320,https://api.weather.gov/zones/fire/CAZ590
688SE,SCE Sombrero Rd,34.35483,-118.45983,1080.8208,America/Los_Angeles,https://api.weather.gov/stations/688SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
689SE,SCE Jack Ranch Rd,35.72526,-118.72227,925.9824,America/Los_Angeles,https://api.weather.gov/stations/689SE,https://api.weather.gov/zones/forecast/CAZ322,https://api.weather.gov/zones/fire/CAZ591
690SE,SCE Salty Potrero,34.39206,-118.65885,375.5136,America/Los_Angeles,https://api.weather.gov/stations/690SE,https://api.weather.gov/zones/forecast/CAZ088,https://api.weather.gov/zones/fire/CAZ288
691SE,SCE Brite Valley,35.10992,-118.5524,1345.9968,America/Los_Angeles,https://api.weather.gov/stations/691SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ596
692SE,SCE Potrero Rd,34.15619,-118.95462,244.4496,America/Los_Angeles,https://api.weather.gov/stations/692SE,https://api.weather.gov/zones/forecast/CAZ374,https://api.weather.gov/zones/fire/CAZ374
693SE,SCE Seclusion Rd,35.62357,-118.41473,894.8928,America/Los_Angeles,https://api.weather.gov/stations/693SE,https://api.weather.gov/zones/forecast/CAZ332,https://api.weather.gov/zones/fire/CAZ595
694SE,SCE Tejon Creek,35.04026,-118.64813,744.6264,America/Los_Angeles,https://api.weather.gov/stations/694SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ597
695SE,SCE Eagle Rock High,34.13103,-118.20383,186.8424,America/Los_Angeles,https://api.weather.gov/stations/695SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
696SE,SCE Rogers Creek,34.57168,-118.25991,1436.8272,America/Los_Angeles,https://api.weather.gov/stations/696SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
697SE,SCE Sandberg West,34.74374,-118.72578,1370.9904,America/Los_Angeles,https://api.weather.gov/stations/697SE,https://api.weather.gov/zones/forecast/CAZ378,https://api.weather.gov/zones/fire/CAZ378
698SE,SCE Mesa View,34.7495,-118.71693,1272.54,America/Los_Angeles,https://api.weather.gov/stations/698SE,https://api.weather.gov/zones/forecast/CAZ378,https://api.weather.gov/zones/fire/CAZ378
699SE,SCE Harrington Rd,33.90763,-117.34339,460.5528,America/Los_Angeles,https://api.weather.gov/stations/699SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
6A49,MOUNTAIN CITY,36.41783,-81.82514,682.752,America/New_York,https://api.weather.gov/stations/6A49,https://api.weather.gov/zones/forecast/TNZ018,https://api.weather.gov/zones/fire/TNZ018
6A8WC,Allakakeet FAA Web Cam,66.54942,-152.62965,132.2832,America/Anchorage,https://api.weather.gov/stations/6A8WC,https://api.weather.gov/zones/forecast/AKZ831,https://api.weather.gov/zones/fire/AKZ931
700SE,SCE SG River Trail,34.13689,-117.93963,179.832,America/Los_Angeles,https://api.weather.gov/stations/700SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
701SE,SCE Corona Fwy Temescal,33.76294,-117.46847,313.6392,America/Los_Angeles,https://api.weather.gov/stations/701SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
702SE,SCE Tin Mine Rd,33.83949,-117.477,378.2568,America/Los_Angeles,https://api.weather.gov/stations/702SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
703SE,SCE Rehabilitation Ranch,34.70311,-118.37744,836.676,America/Los_Angeles,https://api.weather.gov/stations/703SE,https://api.weather.gov/zones/forecast/CAZ383,https://api.weather.gov/zones/fire/CAZ383
704SE,SCE Myrick Siphon,34.71004,-118.41457,859.2312,America/Los_Angeles,https://api.weather.gov/stations/704SE,https://api.weather.gov/zones/forecast/CAZ383,https://api.weather.gov/zones/fire/CAZ383
705SE,SCE McAllister St,33.87989,-117.43431,346.8624,America/Los_Angeles,https://api.weather.gov/stations/705SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
706SE,SCE Blue Mountain,34.01977,-117.30532,365.1504,America/Los_Angeles,https://api.weather.gov/stations/706SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
707SE,SCE Tollgate Canyon Rd,35.27074,-118.41659,953.7192,America/Los_Angeles,https://api.weather.gov/stations/707SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ596
708SE,SCE Quail Canal North,34.77559,-118.77479,1017.4224,America/Los_Angeles,https://api.weather.gov/stations/708SE,https://api.weather.gov/zones/forecast/CAZ378,https://api.weather.gov/zones/fire/CAZ378
709SE,SCE Edgewood Trail,34.12905,-117.76699,408.1272,America/Los_Angeles,https://api.weather.gov/stations/709SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
710SE,SCE Pilot Rock Fire Center,34.27142,-117.28515,1112.2152,America/Los_Angeles,https://api.weather.gov/stations/710SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
711SE,SCE Silverwood West,34.29776,-117.35957,1278.0264,America/Los_Angeles,https://api.weather.gov/stations/711SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
712SE,SCE Calleguas Creek,34.12637,-119.07372,10.3632,America/Los_Angeles,https://api.weather.gov/stations/712SE,https://api.weather.gov/zones/forecast/CAZ355,https://api.weather.gov/zones/fire/CAZ355
713SE,SCE Blue Canyon,36.53404,-119.09543,373.6848,America/Los_Angeles,https://api.weather.gov/stations/713SE,https://api.weather.gov/zones/forecast/CAZ319,https://api.weather.gov/zones/fire/CAZ591
714SE,SCE Tollgate Rd,35.23751,-118.4142,1198.4736,America/Los_Angeles,https://api.weather.gov/stations/714SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ596
715SE,SCE LA Aqueduct,34.77583,-118.59462,929.9448,America/Los_Angeles,https://api.weather.gov/stations/715SE,https://api.weather.gov/zones/forecast/CAZ383,https://api.weather.gov/zones/fire/CAZ383
716SE,SCE Sedco Hills,33.65021,-117.27986,542.8488,America/Los_Angeles,https://api.weather.gov/stations/716SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
717SE,SCE Harmon Canyon,34.30226,-119.20823,299.0088,America/Los_Angeles,https://api.weather.gov/stations/717SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
718SE,SCE San Jacinto River,33.84223,-117.03834,437.6928,America/Los_Angeles,https://api.weather.gov/stations/718SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
719SE,SCE Chawanakee Flats,37.20399,-119.32415,881.1768,America/Los_Angeles,https://api.weather.gov/stations/719SE,https://api.weather.gov/zones/forecast/CAZ325,https://api.weather.gov/zones/fire/CAZ593
720SE,SCE Rose Bowl Overlook,34.16343,-118.18871,476.0976,America/Los_Angeles,https://api.weather.gov/stations/720SE,https://api.weather.gov/zones/forecast/CAZ548,https://api.weather.gov/zones/fire/CAZ548
721SE,SCE Warren Lake,37.19319,-118.34028,1222.8576,America/Los_Angeles,https://api.weather.gov/stations/721SE,https://api.weather.gov/zones/forecast/CAZ520,https://api.weather.gov/zones/fire/CAZ226
722SE,SCE Caldera Rim,37.67239,-118.67117,2258.8728,America/Los_Angeles,https://api.weather.gov/stations/722SE,https://api.weather.gov/zones/forecast/CAZ073,https://api.weather.gov/zones/fire/CAZ274
723SE,SCE Benton Crossing North,37.74558,-118.78946,2113.788,America/Los_Angeles,https://api.weather.gov/stations/723SE,https://api.weather.gov/zones/forecast/CAZ073,https://api.weather.gov/zones/fire/CAZ274
724SE,SCE Long Valley,37.70451,-118.88581,2281.7328,America/Los_Angeles,https://api.weather.gov/stations/724SE,https://api.weather.gov/zones/forecast/CAZ073,https://api.weather.gov/zones/fire/CAZ274
725SE,SCE Carr Canyon,34.50815,-118.01822,967.4352,America/Los_Angeles,https://api.weather.gov/stations/725SE,https://api.weather.gov/zones/forecast/CAZ381,https://api.weather.gov/zones/fire/CAZ381
726SE,SCE Mayhew Wash,33.7493,-117.48258,381.3048,America/Los_Angeles,https://api.weather.gov/stations/726SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
727SE,SCE Canada Seca,34.33622,-119.2518,242.316,America/Los_Angeles,https://api.weather.gov/stations/727SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
728SE,SCE Ruby Canyon,34.59508,-118.49155,975.6648,America/Los_Angeles,https://api.weather.gov/stations/728SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
729SE,SCE Bane Hill,33.93852,-117.6949,337.1088,America/Los_Angeles,https://api.weather.gov/stations/729SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
730SE,SCE Cleghorn Ridge,34.31102,-117.44506,1120.7496,America/Los_Angeles,https://api.weather.gov/stations/730SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
731SE,SCE McDermont Trail,33.92637,-117.74672,458.4192,America/Los_Angeles,https://api.weather.gov/stations/731SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
732SE,SCE Lytle Creek Power House,34.20979,-117.45135,924.7632,America/Los_Angeles,https://api.weather.gov/stations/732SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
733SE,SCE Simi Valley Landfill,34.29247,-118.80114,279.1968,America/Los_Angeles,https://api.weather.gov/stations/733SE,https://api.weather.gov/zones/forecast/CAZ374,https://api.weather.gov/zones/fire/CAZ374
734SE,SCE Smokey Bear Flat North,37.70328,-118.94982,2312.2128,America/Los_Angeles,https://api.weather.gov/stations/734SE,https://api.weather.gov/zones/forecast/CAZ073,https://api.weather.gov/zones/fire/CAZ274
735BX,735B Kenedy,28.8553,-97.8082,108.8136,America/Chicago,https://api.weather.gov/stations/735BX,https://api.weather.gov/zones/forecast/TXZ222,https://api.weather.gov/zones/fire/TXZ222
735SE,SCE Crestview,37.73977,-118.97741,2289.9624,America/Los_Angeles,https://api.weather.gov/stations/735SE,https://api.weather.gov/zones/forecast/CAZ073,https://api.weather.gov/zones/fire/CAZ274
736SE,SCE Pack Mem Trail,34.36695,-117.18875,1456.0296,America/Los_Angeles,https://api.weather.gov/stations/736SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
737SE,SCE Hesperia South,34.36518,-117.27659,975.36,America/Los_Angeles,https://api.weather.gov/stations/737SE,https://api.weather.gov/zones/forecast/CAZ060,https://api.weather.gov/zones/fire/CAZ260
738SE,SCE Grass Valley,34.289,-117.22552,1454.2008,America/Los_Angeles,https://api.weather.gov/stations/738SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
739SE,SCE Upper Big Tujunga Canyon Rd,34.30632,-118.0629,1144.2192,America/Los_Angeles,https://api.weather.gov/stations/739SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
741SE,SCE Falls Rd,34.26642,-117.62685,1883.664,America/Los_Angeles,https://api.weather.gov/stations/741SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
742SE,SCE Sheep Chute Rd,33.4079,-118.43496,431.5968,America/Los_Angeles,https://api.weather.gov/stations/742SE,https://api.weather.gov/zones/forecast/CAZ087,https://api.weather.gov/zones/fire/CAZ287
743SE,SCE Middle Ranch,33.35214,-118.44924,288.9504,America/Los_Angeles,https://api.weather.gov/stations/743SE,https://api.weather.gov/zones/forecast/CAZ087,https://api.weather.gov/zones/fire/CAZ287
744SE,SCE Nathoo Plateau,33.37561,-118.46479,135.0264,America/Los_Angeles,https://api.weather.gov/stations/744SE,https://api.weather.gov/zones/forecast/CAZ087,https://api.weather.gov/zones/fire/CAZ287
745SE,SCE Whites Landing Rd,33.39314,-118.3852,245.6688,America/Los_Angeles,https://api.weather.gov/stations/745SE,https://api.weather.gov/zones/forecast/CAZ087,https://api.weather.gov/zones/fire/CAZ287
746SE,SCE Chimes Tower Road,33.34737,-118.33399,151.4856,America/Los_Angeles,https://api.weather.gov/stations/746SE,https://api.weather.gov/zones/forecast/CAZ087,https://api.weather.gov/zones/fire/CAZ287
748SE,SCE Roller Hill,34.30236,-117.34231,1141.7808,America/Los_Angeles,https://api.weather.gov/stations/748SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
749SE,SCE Lake Crest Dr,34.14667,-118.79267,291.084,America/Los_Angeles,https://api.weather.gov/stations/749SE,https://api.weather.gov/zones/forecast/CAZ371,https://api.weather.gov/zones/fire/CAZ371
750SE,SCE Lions Canyon,33.9655,-117.78763,383.1336,America/Los_Angeles,https://api.weather.gov/stations/750SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
751SE,SCE Rambla Pacifico,34.0626,-118.6489,488.2896,America/Los_Angeles,https://api.weather.gov/stations/751SE,https://api.weather.gov/zones/forecast/CAZ370,https://api.weather.gov/zones/fire/CAZ370
752SE,SCE Black Star Ridge,33.80383,-117.66927,769.0104,America/Los_Angeles,https://api.weather.gov/stations/752SE,https://api.weather.gov/zones/forecast/CAZ057,https://api.weather.gov/zones/fire/CAZ257
753SE,SCE Anaverde Valley,34.55725,-118.18302,1016.508,America/Los_Angeles,https://api.weather.gov/stations/753SE,https://api.weather.gov/zones/forecast/CAZ381,https://api.weather.gov/zones/fire/CAZ381
754SE,SCE Rancho Guadalasca,34.1563,-118.97272,275.5392,America/Los_Angeles,https://api.weather.gov/stations/754SE,https://api.weather.gov/zones/forecast/CAZ374,https://api.weather.gov/zones/fire/CAZ374
755SE,SCE Ridge Top Trail,33.54709,-117.64201,158.8008,America/Los_Angeles,https://api.weather.gov/stations/755SE,https://api.weather.gov/zones/forecast/CAZ554,https://api.weather.gov/zones/fire/CAZ554
756SE,SCE Rough Road,34.49954,-118.09947,1255.4712,America/Los_Angeles,https://api.weather.gov/stations/756SE,https://api.weather.gov/zones/forecast/CAZ381,https://api.weather.gov/zones/fire/CAZ381
757SE,SCE Fremont Nature,33.8078,-117.70643,487.9848,America/Los_Angeles,https://api.weather.gov/stations/757SE,https://api.weather.gov/zones/forecast/CAZ057,https://api.weather.gov/zones/fire/CAZ257
758SE,SCE Walling Dr,33.95699,-116.90576,968.9592,America/Los_Angeles,https://api.weather.gov/stations/758SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
759SE,SCE Center Rd,34.27957,-119.10222,150.5712,America/Los_Angeles,https://api.weather.gov/stations/759SE,https://api.weather.gov/zones/forecast/CAZ355,https://api.weather.gov/zones/fire/CAZ355
760SE,SCE Ladera Ranch,33.60287,-117.75123,180.1368,America/Los_Angeles,https://api.weather.gov/stations/760SE,https://api.weather.gov/zones/forecast/CAZ554,https://api.weather.gov/zones/fire/CAZ554
761SE,SCE Greenwell Ave,34.43107,-119.59471,97.536,America/Los_Angeles,https://api.weather.gov/stations/761SE,https://api.weather.gov/zones/forecast/CAZ350,https://api.weather.gov/zones/fire/CAZ350
762SE,SCE Ellwood Ridge,34.5106,-119.87838,778.1544,America/Los_Angeles,https://api.weather.gov/stations/762SE,https://api.weather.gov/zones/forecast/CAZ351,https://api.weather.gov/zones/fire/CAZ351
763SE,SCE Lone Oak Canyon,34.21017,-118.73797,643.7376,America/Los_Angeles,https://api.weather.gov/stations/763SE,https://api.weather.gov/zones/forecast/CAZ374,https://api.weather.gov/zones/fire/CAZ374
764SE,SCE Kentucky Springs,34.46179,-118.12826,1278.3312,America/Los_Angeles,https://api.weather.gov/stations/764SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
765SE,SCE North Sexton Canyon,34.33017,-119.2238,408.7368,America/Los_Angeles,https://api.weather.gov/stations/765SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
766SE,SCE Epworth,34.32019,-118.88012,304.1904,America/Los_Angeles,https://api.weather.gov/stations/766SE,https://api.weather.gov/zones/forecast/CAZ375,https://api.weather.gov/zones/fire/CAZ375
767SE,SCE Arroyo Simi,34.28547,-118.80669,213.36,America/Los_Angeles,https://api.weather.gov/stations/767SE,https://api.weather.gov/zones/forecast/CAZ374,https://api.weather.gov/zones/fire/CAZ374
768SE,SCE North Wildwood Park,34.19409,-117.27345,655.9296,America/Los_Angeles,https://api.weather.gov/stations/768SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
769SE,SCE Newhall Orchards,34.41182,-118.73695,299.3136,America/Los_Angeles,https://api.weather.gov/stations/769SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
770SE,SCE Cable Canyon,34.32663,-119.30922,180.7464,America/Los_Angeles,https://api.weather.gov/stations/770SE,https://api.weather.gov/zones/forecast/CAZ356,https://api.weather.gov/zones/fire/CAZ356
771SE,SCE Whiterock Creek Trail,35.20698,-118.4117,1741.0176,America/Los_Angeles,https://api.weather.gov/stations/771SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ596
772SE,SCE Center School Rd,34.25521,-119.06102,97.8408,America/Los_Angeles,https://api.weather.gov/stations/772SE,https://api.weather.gov/zones/forecast/CAZ355,https://api.weather.gov/zones/fire/CAZ355
773SE,SCE Yellow Dog Canyon,35.02268,-118.61128,1036.9296,America/Los_Angeles,https://api.weather.gov/stations/773SE,https://api.weather.gov/zones/forecast/CAZ334,https://api.weather.gov/zones/fire/CAZ597
774SE,SCE Castro Peak,34.0852,-118.78424,848.868,America/Los_Angeles,https://api.weather.gov/stations/774SE,https://api.weather.gov/zones/forecast/CAZ369,https://api.weather.gov/zones/fire/CAZ369
775SE,SCE Hemple St,33.65402,-117.28898,445.6176,America/Los_Angeles,https://api.weather.gov/stations/775SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
776SE,SCE Skinner Plant,33.58359,-117.08753,415.4424,America/Los_Angeles,https://api.weather.gov/stations/776SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
777SE,SCE Porter Ranch Gas,34.32016,-118.56521,1008.888,America/Los_Angeles,https://api.weather.gov/stations/777SE,https://api.weather.gov/zones/forecast/CAZ375,https://api.weather.gov/zones/fire/CAZ375
778SE,SCE Boulder Creek,34.4147,-118.96432,313.944,America/Los_Angeles,https://api.weather.gov/stations/778SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
779SE,SCE Sierra Highway,34.34516,-118.5101,521.8176,America/Los_Angeles,https://api.weather.gov/stations/779SE,https://api.weather.gov/zones/forecast/CAZ088,https://api.weather.gov/zones/fire/CAZ288
780SE,SCE Anacapa,34.30808,-118.95849,229.8192,America/Los_Angeles,https://api.weather.gov/stations/780SE,https://api.weather.gov/zones/forecast/CAZ374,https://api.weather.gov/zones/fire/CAZ374
781SE,SCE Osito Canyon,34.61028,-118.73338,748.284,America/Los_Angeles,https://api.weather.gov/stations/781SE,https://api.weather.gov/zones/forecast/CAZ378,https://api.weather.gov/zones/fire/CAZ378
782SE,SCE Santa Ynez Crest,34.51856,-119.79175,920.1912,America/Los_Angeles,https://api.weather.gov/stations/782SE,https://api.weather.gov/zones/forecast/CAZ352,https://api.weather.gov/zones/fire/CAZ352
783SE,SCE La Cumbre Peak,34.50136,-119.72547,1161.5928,America/Los_Angeles,https://api.weather.gov/stations/783SE,https://api.weather.gov/zones/forecast/CAZ352,https://api.weather.gov/zones/fire/CAZ352
784SE,SCE Los Padres,34.50062,-119.84216,803.4528,America/Los_Angeles,https://api.weather.gov/stations/784SE,https://api.weather.gov/zones/forecast/CAZ351,https://api.weather.gov/zones/fire/CAZ351
785SE,SCE B Canyon Rd,34.31494,-118.97287,251.46,America/Los_Angeles,https://api.weather.gov/stations/785SE,https://api.weather.gov/zones/forecast/CAZ374,https://api.weather.gov/zones/fire/CAZ374
786SE,SCE Pauba Valley,33.49348,-117.07203,348.3864,America/Los_Angeles,https://api.weather.gov/stations/786SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
787SE,SCE Muranaka Farm,34.27548,-118.92716,128.3208,America/Los_Angeles,https://api.weather.gov/stations/787SE,https://api.weather.gov/zones/forecast/CAZ355,https://api.weather.gov/zones/fire/CAZ355
788SE,SCE Oak Ridge Canyon,34.35698,-118.87816,666.9024,America/Los_Angeles,https://api.weather.gov/stations/788SE,https://api.weather.gov/zones/forecast/CAZ375,https://api.weather.gov/zones/fire/CAZ375
789SE,SCE Cottonwood Canyon Rd,38.16106,-119.01702,2259.1776,America/Los_Angeles,https://api.weather.gov/stations/789SE,https://api.weather.gov/zones/forecast/CAZ073,https://api.weather.gov/zones/fire/CAZ274
790SE,SCE Middle Fork Aqueduct,37.24828,-118.58118,2470.0992,America/Los_Angeles,https://api.weather.gov/stations/790SE,https://api.weather.gov/zones/forecast/CAZ519,https://api.weather.gov/zones/fire/CAZ226
791SE,SCE Solano Verde Dr,34.3236,-118.9957,302.3616,America/Los_Angeles,https://api.weather.gov/stations/791SE,https://api.weather.gov/zones/forecast/CAZ375,https://api.weather.gov/zones/fire/CAZ375
792SE,SCE Sulphur Quarry,34.4128,-119.1879,854.0496,America/Los_Angeles,https://api.weather.gov/stations/792SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
793SE,SCE Limoneira North,34.34494,-119.14006,208.4832,America/Los_Angeles,https://api.weather.gov/stations/793SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
794SE,SCE Moorpark Quarry,34.34103,-118.87508,507.1872,America/Los_Angeles,https://api.weather.gov/stations/794SE,https://api.weather.gov/zones/forecast/CAZ375,https://api.weather.gov/zones/fire/CAZ375
795SE,SCE Hollister Ranch Rd,34.4691,-120.32625,74.0664,America/Los_Angeles,https://api.weather.gov/stations/795SE,https://api.weather.gov/zones/forecast/CAZ349,https://api.weather.gov/zones/fire/CAZ349
796SE,SCE Tick Canyon,34.46794,-118.37811,724.8144,America/Los_Angeles,https://api.weather.gov/stations/796SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
797SE,SCE Tajiguas Ranch,34.48903,-120.08851,124.6632,America/Los_Angeles,https://api.weather.gov/stations/797SE,https://api.weather.gov/zones/forecast/CAZ349,https://api.weather.gov/zones/fire/CAZ349
798SE,SCE San Cayetano Mountain,34.42971,-118.94711,300.5328,America/Los_Angeles,https://api.weather.gov/stations/798SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
799SE,SCE Avocado Hill,34.38631,-119.44092,329.184,America/Los_Angeles,https://api.weather.gov/stations/799SE,https://api.weather.gov/zones/forecast/CAZ356,https://api.weather.gov/zones/fire/CAZ356
7FL6,SPRUCECREEK,29.08016,-81.04666,7.3152,America/New_York,https://api.weather.gov/stations/7FL6,https://api.weather.gov/zones/forecast/FLZ041,https://api.weather.gov/zones/fire/FLZ041
800SE,SCE Reimer Petit Rd,34.35544,-118.96753,116.4336,America/Los_Angeles,https://api.weather.gov/stations/800SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
801SE,SCE Santa Paula Creek,34.37204,-119.04936,190.8048,America/Los_Angeles,https://api.weather.gov/stations/801SE,https://api.weather.gov/zones/forecast/CAZ358,https://api.weather.gov/zones/fire/CAZ358
802SE,SCE Toro Canyon,34.42281,-119.55849,58.2168,America/Los_Angeles,https://api.weather.gov/stations/802SE,https://api.weather.gov/zones/forecast/CAZ350,https://api.weather.gov/zones/fire/CAZ350
803SE,SCE Oakridge Oil Field,34.36354,-118.80315,739.14,America/Los_Angeles,https://api.weather.gov/stations/803SE,https://api.weather.gov/zones/forecast/CAZ375,https://api.weather.gov/zones/fire/CAZ375
804SE,SCE Julians Ridge,34.45787,-118.27259,886.968,America/Los_Angeles,https://api.weather.gov/stations/804SE,https://api.weather.gov/zones/forecast/CAZ379,https://api.weather.gov/zones/fire/CAZ379
805SE,SCE Davis Ranch,36.45158,-119.08086,157.8864,America/Los_Angeles,https://api.weather.gov/stations/805SE,https://api.weather.gov/zones/forecast/CAZ319,https://api.weather.gov/zones/fire/CAZ580
806SE,SCE Vanderhoof Ranch,36.46955,-119.10717,156.6672,America/Los_Angeles,https://api.weather.gov/stations/806SE,https://api.weather.gov/zones/forecast/CAZ319,https://api.weather.gov/zones/fire/CAZ580
807SE,SCE Wutchumna Ditch,36.40907,-119.05642,170.3832,America/Los_Angeles,https://api.weather.gov/stations/807SE,https://api.weather.gov/zones/forecast/CAZ319,https://api.weather.gov/zones/fire/CAZ580
808SE,SCE Juniper Flats Rd,34.40438,-117.20169,1029.6144,America/Los_Angeles,https://api.weather.gov/stations/808SE,https://api.weather.gov/zones/forecast/CAZ060,https://api.weather.gov/zones/fire/CAZ260
809SE,SCE Pedley Rd,34.0196,-117.47827,269.1384,America/Los_Angeles,https://api.weather.gov/stations/809SE,https://api.weather.gov/zones/forecast/CAZ048,https://api.weather.gov/zones/fire/CAZ248
810SE,SCE E Tehachapi Blvd,35.10846,-118.31549,1195.7304,America/Los_Angeles,https://api.weather.gov/stations/810SE,https://api.weather.gov/zones/forecast/CAZ338,https://api.weather.gov/zones/fire/CAZ596
811SE,SCE E Trimmer Springs Rd,36.84615,-119.35897,347.1672,America/Los_Angeles,https://api.weather.gov/stations/811SE,https://api.weather.gov/zones/forecast/CAZ319,https://api.weather.gov/zones/fire/CAZ590
813SE,SCE Tunnel Two,34.27245,-117.23452,1555.3944,America/Los_Angeles,https://api.weather.gov/stations/813SE,https://api.weather.gov/zones/forecast/CAZ055,https://api.weather.gov/zones/fire/CAZ255
